date,PM25,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,PM25_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI,AQI,code,
2015_1_18,14.522037037037036,24.439444444444444,7.437222222222224,9.027222222222223,0.7685185185185183,73.29092592592593,8.371296296296297,-1.7487037037037032,266.35925925925926,21.924444444444447,73230.63259259258,20.745767195767193,24.439444444444444,12.395370370370374,11.284027777777778,19.21296296296296,36.64546296296297,36.64546296296297,630200,
2015_1_19,18.436851851851852,29.20574074074074,10.754629629629632,11.22685185185185,1.0998148148148148,66.39407407407406,6.404444444444444,-1.0903703703703709,267.13499999999993,23.469259259259267,72803.14592592593,26.33835978835979,29.20574074074074,17.924382716049386,14.033564814814811,27.49537037037037,33.19703703703703,33.19703703703703,630200,
2015_1_20,14.322777777777773,20.728518518518527,4.05,7.67462962962963,0.6885185185185185,67.40203703703703,6.932777777777777,-4.0303703703703695,265.2705555555555,29.267407407407408,73138.72907407407,20.461111111111105,20.728518518518527,6.75,9.593287037037037,17.212962962962962,33.70101851851852,33.70101851851852,630200,
2015_1_21,19.095555555555556,28.532037037037032,8.396111111111109,11.464814814814817,0.7957407407407406,58.70740740740741,8.649074074074075,-1.7188888888888894,268.06444444444446,27.056296296296296,73044.7546296296,27.279365079365082,28.532037037037032,13.993518518518515,14.33101851851852,19.893518518518515,29.353703703703705,29.353703703703705,630200,
2015_1_22,35.47907407407407,45.682962962962975,12.937037037037035,19.715925925925927,1.33962962962963,51.88574074074073,4.656481481481482,-0.9351851851851855,271.29870370370367,25.0525925925926,72792.95055555554,50.59884259259259,45.682962962962975,21.561728395061724,24.64490740740741,33.49074074074075,25.942870370370365,50.59884259259259,630200,
2015_1_23,36.895185185185184,53.217037037037024,13.92722222222222,18.722962962962967,1.1290740740740743,52.24629629629631,5.050555555555554,-0.9112962962962968,273.15074074074073,25.471666666666664,72331.65148148149,52.368981481481484,51.60851851851851,23.212037037037035,23.40370370370371,28.22685185185186,26.123148148148154,52.368981481481484,630200,
2015_1_24,51.29833333333334,67.96703703703704,11.77203703703704,19.994814814814816,0.8985185185185187,54.99018518518518,1.4211111111111112,-0.047777777777777794,268.88259259259263,48.3988888888889,72606.22296296296,70.37291666666667,58.98351851851852,19.620061728395065,24.99351851851852,22.46296296296297,27.49509259259259,70.37291666666667,630200,
2015_1_25,39.55037037037038,57.37833333333334,9.257037037037039,17.71666666666667,0.9607407407407406,56.05444444444446,3.7890740740740743,-0.47777777777777775,269.61833333333334,46.43814814814815,72804.63499999998,55.68796296296298,53.689166666666665,15.428395061728398,22.145833333333336,24.018518518518515,28.02722222222223,55.68796296296298,630200,
2015_1_26,31.392407407407404,53.04999999999999,11.535,14.773888888888889,0.6275925925925926,52.61574074074075,0.612962962962963,0.45222222222222225,268.59703703703707,42.656296296296304,72936.67129629629,44.846296296296295,51.52499999999999,19.225,18.46736111111111,15.689814814814815,26.307870370370374,51.52499999999999,630200,
2015_1_27,28.096851851851856,42.534259259259265,13.062777777777775,15.130000000000003,0.6525925925925925,50.03499999999999,0.32870370370370366,0.3224074074074075,267.6388888888888,59.78944444444445,72571.89203703703,40.13835978835979,42.534259259259265,21.771296296296292,18.9125,16.314814814814813,25.017499999999995,42.534259259259265,630200,
2015_1_28,40.13629629629629,56.78462962962961,16.796111111111113,14.751851851851852,0.7409259259259261,49.08833333333334,-1.732777777777778,1.406851851851852,266.1516666666666,59.659259259259265,72442.94870370372,56.42037037037036,53.39231481481481,27.993518518518524,18.439814814814813,18.523148148148152,24.54416666666667,56.42037037037036,630200,
2015_1_29,38.69611111111111,60.95333333333333,14.476296296296297,13.852407407407403,0.65,46.74166666666665,-1.5522222222222224,0.8098148148148148,261.9183333333333,69.02870370370371,72757.30648148147,54.62013888888889,55.47666666666667,24.127160493827162,17.315509259259255,16.25,23.370833333333326,55.47666666666667,630200,
2015_1_30,54.417222222222215,72.67851851851853,19.479444444444443,21.38925925925926,0.8307407407407406,40.42351851851851,-2.9181481481481466,0.1314814814814815,261.6687037037037,77.22277777777775,72620.68611111112,74.27152777777778,61.339259259259265,32.46574074074074,26.736574074074074,20.768518518518515,20.211759259259257,74.27152777777778,630200,
2015_1_31,53.699444444444424,64.295,14.681666666666661,17.966481481481484,0.8531481481481485,46.70351851851852,1.7457407407407413,-0.4611111111111111,261.8509259259259,78.22870370370373,72651.4011111111,73.37430555555554,57.1475,24.469444444444438,22.458101851851854,21.328703703703713,23.35175925925926,73.37430555555554,630200,
2015_2_1,34.20314814814815,38.65296296296297,5.7777777777777795,10.83111111111111,0.6464814814814814,61.866666666666696,4.522592592592593,-0.02425925925925923,268.1105555555555,34.07574074074074,72582.0287037037,48.86164021164022,38.65296296296297,9.629629629629633,13.538888888888888,16.162037037037035,30.933333333333348,48.86164021164022,630200,
2015_2_2,40.08444444444444,46.33407407407408,9.126851851851855,14.79462962962962,0.6496296296296296,59.48481481481482,3.3283333333333323,-0.39481481481481484,269.8027777777777,35.52148148148148,72826.71703703704,56.355555555555554,46.33407407407408,15.211419753086426,18.493287037037025,16.24074074074074,29.74240740740741,56.355555555555554,630200,
2015_2_3,53.06444444444443,59.6537037037037,17.27407407407408,20.506111111111114,0.7481481481481486,53.26074074074076,-2.0937037037037034,0.931666666666667,265.3168518518519,63.69740740740739,73342.88851851855,72.58055555555555,54.82685185185185,28.790123456790134,25.63263888888889,18.703703703703713,26.63037037037038,72.58055555555555,630200,
2015_2_4,48.14425925925928,54.802777777777784,17.82351851851851,15.768703703703702,0.5959259259259261,50.43592592592592,-3.3835185185185193,0.8277777777777777,261.65129629629627,82.5403703703704,73279.24351851853,66.4303240740741,52.40138888888889,29.705864197530854,19.710879629629627,14.898148148148152,25.21796296296296,66.4303240740741,630200,
2015_2_5,48.188148148148166,53.34518518518517,14.652962962962958,16.368518518518513,0.6664814814814813,51.03722222222222,0.36777777777777776,-0.31888888888888894,262.64944444444444,73.44592592592592,73014.88407407409,66.4851851851852,51.672592592592586,24.421604938271596,20.46064814814814,16.662037037037035,25.51861111111111,66.4851851851852,630200,
2015_2_6,45.80333333333332,49.520370370370365,13.385,14.239259259259255,0.6690740740740743,53.1375925925926,-0.5251851851851854,0.02351851851851852,265.1266666666666,57.94314814814817,72755.37185185184,63.50416666666665,49.520370370370365,22.308333333333334,17.799074074074067,16.72685185185186,26.5687962962963,63.50416666666665,630200,
2015_2_7,26.76222222222222,38.673333333333325,8.087222222222223,9.203518518518521,0.43944444444444447,63.566481481481496,0.39129629629629636,-0.14370370370370367,262.4242592592593,62.05870370370374,73106.39333333333,38.23174603174603,38.673333333333325,13.478703703703706,11.504398148148152,10.986111111111112,31.783240740740748,38.673333333333325,630200,
2015_2_8,38.79777777777778,50.04240740740741,11.333333333333334,14.811666666666666,0.7590740740740742,66.86833333333333,0.5268518518518518,-0.5394444444444444,265.92425925925926,41.835,72749.4868518518,54.74722222222223,50.021203703703705,18.88888888888889,18.51458333333333,18.976851851851855,33.43416666666666,54.74722222222223,630200,
2015_2_9,46.57981481481484,57.820740740740725,14.112037037037034,20.082962962962963,0.9351851851851852,61.152037037037026,0.5964814814814815,-0.43500000000000016,267.7392592592592,41.0475925925926,72842.83074074073,64.47476851851854,53.91037037037036,23.520061728395056,25.103703703703705,23.37962962962963,30.576018518518513,64.47476851851854,630200,
2015_2_10,37.94777777777778,52.10462962962962,12.316296296296294,18.194444444444443,0.7764814814814811,57.10185185185187,5.099074074074072,-2.4116666666666666,269.23425925925926,36.605185185185185,72909.65962962963,53.68472222222223,51.05231481481481,20.527160493827157,22.743055555555554,19.412037037037027,28.550925925925934,53.68472222222223,630200,
2015_2_11,17.457592592592594,22.64203703703704,6.390555555555555,10.990185185185185,0.5688888888888891,58.67944444444443,7.072222222222223,-3.7616666666666667,270.397962962963,26.21055555555556,72838.54148148149,24.93941798941799,22.64203703703704,10.650925925925925,13.73773148148148,14.222222222222229,29.339722222222214,29.339722222222214,630200,
2015_2_12,21.816851851851847,28.205925925925932,9.459074074074074,12.684444444444445,0.6938888888888889,55.29462962962962,3.1616666666666653,-1.9451851851851856,270.93111111111114,27.868333333333332,72770.08740740742,31.16693121693121,28.205925925925932,15.765123456790125,15.855555555555556,17.34722222222222,27.64731481481481,31.16693121693121,630200,
2015_2_13,29.480925925925927,37.45055555555555,11.678703703703704,16.173888888888897,0.782037037037037,57.961481481481485,2.0375925925925924,-0.40499999999999997,272.497037037037,24.972037037037044,72393.4812962963,42.11560846560847,37.45055555555555,19.464506172839506,20.21736111111112,19.550925925925924,28.980740740740742,42.11560846560847,630200,
2015_2_14,26.95351851851853,50.3187037037037,10.06425925925926,9.792407407407403,0.6783333333333333,54.576666666666675,0.8914814814814817,0.08296296296296297,272.1901851851851,29.44518518518518,72352.5340740741,38.50502645502647,50.15935185185185,16.773765432098767,12.240509259259253,16.958333333333332,27.288333333333338,50.15935185185185,630200,
2015_2_15,15.240925925925929,41.799444444444426,5.850555555555555,6.828703703703703,0.3401851851851852,63.30259259259259,4.02462962962963,-1.3698148148148146,268.71981481481475,34.35796296296295,72938.70462962963,21.772751322751326,41.799444444444426,9.750925925925927,8.53587962962963,8.50462962962963,31.651296296296294,41.799444444444426,630200,
2015_2_16,11.801481481481481,21.124074074074066,6.409074074074074,7.871481481481482,0.46537037037037027,59.400185185185194,6.45925925925926,-1.497592592592593,270.6018518518519,27.768333333333334,72874.86277777777,16.85925925925926,21.124074074074066,10.681790123456791,9.839351851851854,11.634259259259256,29.700092592592597,29.700092592592597,630200,
2015_2_17,22.937407407407402,31.090740740740742,10.915555555555557,13.614259259259258,0.7296296296296296,51.285555555555554,0.8264814814814817,-0.39555555555555555,273.2003703703705,25.160555555555558,72637.4338888889,32.76772486772486,31.090740740740742,18.192592592592597,17.017824074074074,18.24074074074074,25.642777777777777,32.76772486772486,630200,
2015_2_18,38.86537037037038,55.08574074074074,17.492407407407413,18.084444444444447,0.802777777777778,50.482592592592574,-1.300925925925925,0.01685185185185189,271.28740740740744,44.83370370370371,72564.13296296296,54.831712962962975,52.542870370370366,29.15401234567902,22.605555555555558,20.06944444444445,25.241296296296287,54.831712962962975,630200,
2015_2_19,53.839444444444446,68.82296296296296,18.17055555555556,13.984444444444446,0.830185185185185,62.17240740740743,-1.6672222222222228,0.262962962962963,272.425925925926,55.94055555555556,72395.38907407408,73.54930555555555,59.41148148148148,30.284259259259265,17.480555555555558,20.754629629629626,31.086203703703713,73.54930555555555,630200,
2015_2_20,24.62111111111111,45.058518518518504,10.04,7.438703703703703,0.402037037037037,60.45592592592592,2.057222222222222,-0.30907407407407406,270.147037037037,59.63000000000002,72528.59018518522,35.17301587301587,45.058518518518504,16.733333333333334,9.298379629629629,10.050925925925926,30.22796296296296,45.058518518518504,630200,
2015_2_21,18.541666666666668,35.08907407407407,11.635370370370367,9.194444444444446,0.3787037037037037,55.83814814814814,0.13074074074074074,0.5198148148148147,268.18703703703704,59.74,72765.76925925924,26.48809523809524,35.08907407407407,19.39228395061728,11.493055555555557,9.467592592592593,27.91907407407407,35.08907407407407,630200,
2015_2_22,13.147592592592593,23.994814814814813,5.8199999999999985,6.545555555555554,0.3696296296296297,58.037962962962965,5.446851851851852,-1.0938888888888887,270.2683333333333,41.97740740740742,72589.30185185185,18.782275132275135,23.994814814814813,9.699999999999998,8.181944444444442,9.240740740740742,29.018981481481482,29.018981481481482,630200,
2015_2_23,12.293703703703704,21.155925925925917,4.875925925925926,6.27037037037037,0.31111111111111106,57.53462962962962,5.019814814814815,-2.226296296296297,270.85240740740744,49.28185185185185,72602.15907407405,17.562433862433863,21.155925925925917,8.126543209876543,7.837962962962962,7.777777777777777,28.76731481481481,28.76731481481481,630200,
2015_2_24,19.237407407407407,25.4187037037037,7.951111111111112,9.520000000000001,0.4635185185185185,54.10962962962963,1.5587037037037033,-0.3744444444444444,270.9537037037037,60.29629629629629,72491.18851851852,27.48201058201058,25.4187037037037,13.251851851851855,11.900000000000002,11.587962962962962,27.054814814814815,27.48201058201058,630200,
2015_2_25,20.117222222222217,30.56018518518519,9.132222222222222,10.256481481481478,0.430925925925926,58.0625925925926,0.8229629629629627,-0.4544444444444445,268.3418518518518,57.26185185185185,72606.56462962962,28.738888888888884,30.56018518518519,15.22037037037037,12.820601851851848,10.77314814814815,29.0312962962963,30.56018518518519,630200,
2015_2_26,31.268333333333338,48.555370370370376,11.88111111111111,11.739814814814816,0.5542592592592592,56.71148148148148,-0.8161111111111111,0.2909259259259259,270.0833333333333,51.4283333333333,72182.68148148149,44.669047619047625,48.555370370370376,19.80185185185185,14.674768518518519,13.856481481481481,28.35574074074074,48.555370370370376,630200,
2015_2_27,33.39981481481481,61.82351851851849,14.957037037037033,10.47462962962963,0.492962962962963,53.09777777777778,-3.2611111111111115,1.2188888888888894,268.45537037037036,58.211111111111116,72347.12185185183,47.71402116402116,55.91175925925924,24.928395061728388,13.093287037037038,12.324074074074074,26.54888888888889,55.91175925925924,630200,
2015_2_28,25.505,46.34481481481481,13.45111111111111,10.953518518518516,0.4635185185185183,52.76796296296297,-1.9311111111111112,1.040925925925926,263.82277777777784,59.85944444444444,73016.87666666668,36.43571428571428,46.34481481481481,22.418518518518518,13.691898148148145,11.587962962962957,26.383981481481484,46.34481481481481,630200,
2015_3_1,25.54407407407408,37.647037037037045,9.344444444444445,10.15962962962963,0.5846296296296297,57.23814814814814,3.554074074074074,-0.7272222222222221,270.02000000000004,38.88981481481481,72827.0398148148,36.4915343915344,37.647037037037045,15.574074074074076,12.699537037037036,14.615740740740742,28.61907407407407,37.647037037037045,630200,
2015_3_2,25.162962962962972,49.069814814814805,10.283518518518518,10.460925925925933,0.5503703703703703,62.757407407407406,-1.0211111111111113,0.9216666666666669,269.41555555555556,44.625740740740746,72561.4162962963,35.947089947089964,49.069814814814805,17.139197530864198,13.076157407407416,13.759259259259258,31.378703703703703,49.069814814814805,630200,
2015_3_3,39.092962962962964,165.6381481481482,9.056666666666665,9.502407407407405,0.45611111111111097,68.51944444444446,-2.46962962962963,0.8394444444444445,265.9953703703705,56.43407407407408,72373.14074074072,55.116203703703704,107.8190740740741,15.094444444444441,11.878009259259256,11.402777777777775,34.25972222222223,107.8190740740741,630200,
2015_3_4,36.31574074074074,81.42018518518519,12.067037037037041,11.510000000000002,0.49074074074074076,63.315370370370374,-2.336481481481481,0.1975925925925926,265.55703703703705,70.17018518518518,72180.27074074074,51.64467592592593,65.71009259259259,20.111728395061736,14.387500000000003,12.268518518518519,31.657685185185187,65.71009259259259,630200,
2015_3_5,37.110740740740745,59.284259259259244,11.003518518518517,10.946481481481479,0.6681481481481483,67.60777777777778,-0.5781481481481482,0.5320370370370371,267.31277777777774,68.63074074074075,72411.81499999997,52.63842592592593,54.64212962962962,18.339197530864194,13.683101851851848,16.703703703703706,33.80388888888889,54.64212962962962,630200,
2015_3_6,30.994259259259255,45.4638888888889,12.612592592592593,13.219259259259253,0.7203703703703703,66.51851851851853,2.089444444444444,-0.5974074074074074,270.3444444444445,47.17407407407408,72557.90148148144,44.277513227513225,45.4638888888889,21.02098765432099,16.524074074074065,18.00925925925926,33.25925925925927,45.4638888888889,630200,
2015_3_7,22.171111111111117,33.98074074074074,7.927222222222221,9.302962962962964,0.5677777777777778,66.50796296296295,-0.6601851851851853,-0.2951851851851852,270.61888888888893,44.54648148148146,72625.9325925926,31.67301587301588,33.98074074074074,13.212037037037035,11.628703703703705,14.194444444444446,33.253981481481475,33.98074074074074,630200,
2015_3_8,12.729629629629628,24.293888888888883,4.917962962962963,6.00925925925926,0.39518518518518503,68.7912962962963,2.97148148148148,-1.0605555555555553,270.35888888888894,46.11944444444444,73029.69777777778,18.185185185185183,24.293888888888883,8.196604938271605,7.511574074074075,9.879629629629626,34.39564814814815,34.39564814814815,630200,
2015_3_9,25.767592592592592,49.452592592592595,12.58,10.659074074074075,0.5320370370370371,59.78499999999999,-2.4740740740740734,0.6385185185185186,268.70537037037036,58.15092592592594,73222.46314814813,36.810846560846564,49.452592592592595,20.96666666666667,13.323842592592595,13.300925925925927,29.892499999999995,49.452592592592595,630200,
2015_3_10,33.135185185185186,55.1927777777778,13.993888888888891,12.42333333333333,0.6307407407407408,59.568888888888885,-1.2853703703703703,0.15611111111111112,269.6712962962963,61.64185185185185,73133.4774074074,47.335978835978835,52.596388888888896,23.323148148148153,15.529166666666663,15.76851851851852,29.784444444444443,52.596388888888896,630200,
2015_3_11,21.65351851851852,33.218888888888884,6.997777777777777,8.182037037037038,0.4720370370370371,67.18648148148148,4.296851851851853,-1.5518518518518518,271.862037037037,43.08518518518518,73217.56314814814,30.933597883597887,33.218888888888884,11.662962962962963,10.227546296296296,11.800925925925927,33.59324074074074,33.59324074074074,630200,
2015_3_12,18.285185185185192,31.79777777777778,5.5909259259259265,8.52,0.5551851851851851,66.84999999999998,4.372222222222221,-1.792222222222222,276.10740740740744,20.94907407407408,72929.80166666667,26.12169312169313,31.79777777777778,9.31820987654321,10.649999999999999,13.879629629629628,33.42499999999999,33.42499999999999,630200,
2015_3_13,28.719444444444452,51.04777777777778,11.23555555555556,13.287962962962965,0.5746296296296296,55.71314814814815,-0.9896296296296297,1.4214814814814816,272.56944444444446,33.879074074074076,73013.76481481483,41.02777777777779,50.52388888888889,18.725925925925935,16.609953703703706,14.36574074074074,27.856574074074075,50.52388888888889,630200,
2015_3_14,29.157222222222227,62.63203703703703,8.218333333333332,10.195000000000002,0.3801851851851853,62.708148148148155,0.4075925925925926,0.726851851851852,272.15740740740745,36.373333333333335,73002.51796296297,41.65317460317461,56.31601851851852,13.697222222222221,12.743750000000002,9.504629629629632,31.354074074074077,56.31601851851852,630200,
2015_3_15,31.9512962962963,60.39148148148147,7.720925925925927,9.879444444444443,0.4559259259259259,66.81037037037039,5.1498148148148175,-0.8987037037037036,276.11574074074076,27.729074074074077,72791.47499999998,45.644708994709,55.19574074074073,12.868209876543213,12.349305555555555,11.398148148148147,33.405185185185196,55.19574074074073,630200,
2015_3_16,27.24777777777778,53.819444444444436,7.8159259259259315,9.711296296296295,0.4555555555555555,60.89277777777779,-0.9048148148148148,0.33759259259259256,277.637037037037,22.39037037037037,72639.57333333335,38.92539682539683,51.909722222222214,13.026543209876554,12.13912037037037,11.388888888888888,30.446388888888894,51.909722222222214,630200,
2015_3_17,37.842962962962964,74.9937037037037,10.81425925925926,11.189629629629623,0.5492592592592593,51.38037037037037,-1.7381481481481487,0.6361111111111108,272.6846296296296,53.7912962962963,72691.98740740743,53.553703703703704,62.49685185185185,18.023765432098767,13.987037037037028,13.731481481481483,25.690185185185186,62.49685185185185,630200,
2015_3_18,34.551111111111105,67.39888888888888,11.778888888888886,10.51833333333333,0.4661111111111112,66.04018518518518,-3.205740740740741,1.469074074074074,271.28055555555557,60.658148148148136,72725.95777777776,49.358730158730154,58.69944444444444,19.63148148148148,13.147916666666664,11.65277777777778,33.02009259259259,58.69944444444444,630200,
2015_3_19,27.242222222222217,42.10074074074075,9.63574074074074,9.026111111111108,0.4248148148148148,69.10092592592595,-1.9731481481481483,1.2055555555555555,270.50574074074075,70.83092592592594,72943.60111111113,38.91746031746031,42.10074074074075,16.05956790123457,11.282638888888885,10.62037037037037,34.550462962962975,42.10074074074075,630200,
2015_3_20,18.268888888888885,34.142222222222216,6.659999999999998,7.238703703703703,0.34481481481481474,72.40018518518517,0.9488888888888888,-0.28796296296296303,271.9724074074075,42.95277777777778,73273.50148148146,26.098412698412695,34.142222222222216,11.099999999999998,9.048379629629629,8.620370370370368,36.20009259259258,36.20009259259258,630200,
2015_3_21,19.250740740740735,36.89055555555555,6.202962962962963,7.830185185185185,0.4192592592592593,73.50648148148149,3.7072222222222244,-1.3177777777777777,274.9370370370371,25.625185185185188,73063.21851851851,27.501058201058193,36.89055555555555,10.338271604938273,9.787731481481481,10.481481481481483,36.75324074074074,36.89055555555555,630200,
2015_3_22,26.96944444444445,45.808333333333344,9.852962962962964,10.247592592592591,0.49500000000000016,66.73759259259259,-2.574814814814815,1.1246296296296292,272.43185185185183,50.64444444444443,73197.99074074072,38.527777777777786,45.808333333333344,16.421604938271606,12.809490740740738,12.375000000000004,33.368796296296296,45.808333333333344,630200,
2015_3_23,17.889814814814816,26.360370370370376,4.9881481481481496,5.556481481481479,0.3453703703703704,71.54981481481481,0.6844444444444444,-0.8175925925925925,271.69111111111107,59.64296296296293,73403.7474074074,25.55687830687831,26.360370370370376,8.313580246913583,6.945601851851849,8.63425925925926,35.774907407407404,35.774907407407404,630200,
2015_3_24,14.81296296296296,21.75425925925926,3.8098148148148145,6.756851851851853,0.38425925925925924,75.39703703703702,3.0388888888888888,-1.3735185185185188,272.87870370370365,52.2648148148148,73431.85296296295,21.161375661375658,21.75425925925926,6.349691358024691,8.446064814814816,9.606481481481481,37.69851851851851,37.69851851851851,630200,
2015_3_25,14.637777777777776,21.588518518518512,4.5975925925925925,8.647222222222224,0.5207407407407408,68.42481481481485,3.545,-2.0629629629629624,279.4318518518519,23.861851851851853,73115.5711111111,20.911111111111108,21.588518518518512,7.662654320987654,10.80902777777778,13.01851851851852,34.212407407407426,34.212407407407426,630200,
2015_3_26,27.98888888888889,40.3575925925926,13.853148148148152,14.61851851851852,0.6603703703703706,71.3198148148148,-1.946111111111111,0.8085185185185186,278.8653703703704,28.402037037037033,73443.34981481482,39.98412698412699,40.3575925925926,23.088580246913587,18.273148148148152,16.509259259259267,35.6599074074074,40.3575925925926,630200,
2015_3_27,31.039629629629623,50.767037037037035,10.779814814814813,11.804259259259258,0.5237037037037039,67.62296296296296,-2.1770370370370378,1.0061111111111107,277.5124074074074,44.8361111111111,73545.9237037037,44.342328042328035,50.383518518518514,17.966358024691356,14.755324074074071,13.092592592592597,33.81148148148148,50.383518518518514,630200,
2015_3_28,27.92925925925927,56.98925925925926,7.3674074074074065,10.074444444444442,0.4355555555555557,60.74370370370371,-0.6957407407407408,0.5272222222222221,276.2590740740741,52.619629629629635,73148.27074074073,39.89894179894181,53.49462962962963,12.27901234567901,12.593055555555551,10.888888888888893,30.371851851851854,53.49462962962963,630200,
