date,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa),code,
8_29,19.11185758513932,30.964458204334367,8.135913312693498,10.943142414860683,0.5671052631578948,62.97108359133127,1.5937306501547988,-2.3247058823529407,294.51404024767805,80.53902476780186,98105.89775541797,210000,
8_30,19.15385448916409,33.87484520123839,8.246934984520124,17.55075851393189,0.5494117647058824,46.84760061919504,1.215216718266254,-2.9427399380804964,293.3647368421053,75.3632972136223,98534.89701238388,210000,
8_31,16.311904024767802,27.98318885448916,6.319674922600618,12.749736842105266,0.43871517027863777,53.63376160990712,-0.5249226006191952,-3.919938080495356,293.2232198142415,72.14417956656345,98837.34965944271,210000,
9_1,13.866455108359133,27.564086687306496,7.44204334365325,12.47034055727554,0.42869969040247685,54.676733746130026,-1.7743962848297214,-0.7701857585139318,293.7645356037151,69.85755417956655,98814.91204334365,210000,
9_2,16.871455108359132,29.695526315789472,8.910928792569662,12.144845201238391,0.5562229102167182,68.0167801857585,-0.7059133126934982,7.4189318885448925,293.1372445820433,83.62482972136222,98084.05487616098,210000,
9_3,24.501068111455105,33.63393188854489,9.006253869969042,11.042786377708977,0.6190866873065016,75.77778637770899,2.2401547987616097,2.528157894736842,294.6104798761609,74.97447368421052,97408.53235294117,210000,
9_4,11.216021671826628,20.545433436532505,6.726253869969041,10.59842105263158,0.43329721362229107,54.74987616099071,5.386222910216719,-4.643668730650155,293.38600619195046,57.265572755417956,97410.9220743034,210000,
9_5,8.561300309597524,17.634055727554177,6.357321981424149,12.358312693498451,0.3728328173374613,56.44869969040248,5.257120743034055,-2.2867647058823524,292.8746284829721,52.17726006191951,97567.48955108359,210000,
9_6,15.27521671826626,29.140417956656346,9.064272445820436,16.80280185758514,0.5664551083591332,58.61351393188854,1.4471826625386996,-0.8667492260061918,292.3673374613003,65.35159442724458,97495.9105108359,210000,
9_7,7.209396284829721,12.818823529411766,5.318606811145512,10.299643962848297,0.37504643962848305,53.17526315789474,2.908080495356037,-5.100030959752322,289.8660681114551,48.95749226006191,98241.95105263159,210000,
9_8,6.905356037151703,13.951222910216716,5.2917027863777095,11.356517027863779,0.35970588235294115,49.32074303405573,1.0634520123839009,-5.045743034055727,288.36877708978324,47.73396284829721,99113.27938080495,210000,
9_9,12.745959752321982,25.565479876160985,8.639860681114552,16.659287925696596,0.4393808049535604,53.30335913312694,-1.8689938080495356,-1.3256501547987614,288.16975232198143,50.17713622291022,99477.85626934984,210000,
9_10,20.246052631578948,38.87510835913313,11.138653250773993,19.328003095975234,0.6345201238390094,65.5635294117647,-0.44976780185758525,3.640154798761609,290.53546439628485,62.61900928792568,99541.94927244584,210000,
9_11,18.305247678018574,31.22453560371517,8.738126934984521,12.314179566563467,0.5352631578947368,75.69815789473682,-1.0497832817337462,6.444798761609907,291.142012383901,75.72732198142415,99327.9270123839,210000,
9_12,17.895061919504645,29.84160990712074,10.352120743034055,10.113018575851392,0.4738390092879258,89.48800309597523,0.15291021671826632,7.050665634674924,292.24959752321985,74.93882352941176,99033.52851393189,210000,
9_13,25.18043343653251,40.557414860681114,10.039783281733747,11.72656346749226,0.5746284829721362,96.98975232198141,1.8596439628482975,5.904597523219814,293.5265789473685,76.08055727554178,99025.10105263157,210000,
9_14,30.389659442724465,49.37021671826625,10.865061919504642,15.138544891640866,0.6592414860681115,81.56489164086686,0.454922600619195,3.879256965944273,293.04382352941184,76.86243034055728,99050.6042260062,210000,
9_15,17.516764705882352,27.793080495356037,7.092523219814242,12.420340557275544,0.49252321981424146,51.101099071207436,1.4343343653250775,-3.0673219814241484,289.83744582043346,62.73933436532508,99174.469876161,210000,
9_16,11.562770897832818,22.896656346749232,7.191671826625387,16.328653250773993,0.4345046439628483,49.60761609907121,1.9386687306501549,-1.0998606811145517,288.29212074303405,43.18191950464396,99157.76249226007,210000,
9_17,17.121609907120742,32.08820433436532,8.928235294117647,21.26332817337461,0.5619814241486069,53.67315789473685,1.8993343653250776,-0.4822755417956657,290.5747678018575,47.79208978328174,99278.60321981422,210000,
9_18,22.8212693498452,43.392755417956664,11.230123839009288,23.511764705882353,0.7011609907120743,72.68741486068112,1.3653405572755417,2.4119969040247673,291.69060371517025,47.14125386996905,99104.74266253872,210000,
9_19,37.768544891640865,64.71558823529412,12.526455108359134,26.421625386996904,0.9550928792569661,74.02215170278637,0.0488390092879257,2.2822445820433432,291.00865325077405,61.83950464396285,98880.3897368421,210000,
9_20,42.3767492260062,68.59165634674922,13.690851393188858,23.45080495356037,1.0397213622291022,71.28843653250775,-0.7293808049535602,3.5977089783281735,291.2837616099072,71.68227554179568,98558.07308049538,210000,
9_21,29.391888544891643,46.17148606811145,7.90094427244582,15.481284829721362,0.6685758513931889,59.41513931888544,3.104907120743034,2.0330959752321984,290.3551857585139,62.93292569659443,98303.67987616098,210000,
9_22,10.712120743034054,23.468839009287926,5.960309597523219,12.32360681114551,0.38216718266253874,45.29594427244582,5.277399380804953,0.2485139318885451,287.45467492260065,40.11469040247678,98608.1848142415,210000,
9_23,10.492817337461302,19.50848297213622,6.393188854489163,11.482461300309598,0.3738235294117648,43.183188854489174,4.270356037151703,-1.879303405572755,286.05760061919506,49.49565015479876,98814.95685758514,210000,
9_24,11.926052631578946,19.919256965944275,6.307832817337461,11.562120743034056,0.386702786377709,42.801021671826625,2.4354643962848295,-2.944427244582043,285.377306501548,56.574798761609905,99470.98309597523,210000,
9_25,17.423359133126937,29.24383900928792,8.437105263157896,15.555185758513932,0.499876160990712,50.94469040247678,3.0959752321885886e-05,-0.32024767801857595,287.2272910216718,51.677414860681125,99677.64009287926,210000,
9_26,23.03212074303406,40.92888544891642,10.595061919504646,21.279922600619194,0.6529876160990712,51.409365325077395,-1.477832817337461,0.48515479876160983,288.14339009287926,53.346934984520125,99653.95275541795,210000,
9_27,28.273839009287922,48.50145510835914,11.176919504643962,21.631532507739937,0.7312074303405572,62.4189318885449,-0.393421052631579,2.9480340557275544,288.4543653250774,58.3532507739938,99355.58385448917,210000,
9_28,21.158622291021672,31.98377708978328,9.13455108359133,15.320294117647059,0.6012229102167183,64.4280185758514,-0.9014551083591332,5.92173374613003,288.6629256965944,72.86377708978327,98801.67897832819,210000,
9_29,18.21769349845201,26.679241486068115,7.3618421052631575,14.900572755417956,0.5008049535603715,48.263374613003094,0.46414860681114545,0.6004179566563462,285.92992260061925,79.27574303405574,98655.62513931889,210000,
9_30,15.039829721362228,20.719102167182655,6.1218885448916405,12.665990712074306,0.46701238390092886,43.79623839009288,3.1395201238390102,-3.5237306501547985,283.2615015479876,64.15736842105264,98226.18865325076,210000,
10_1,11.148699690402475,17.565727554179567,6.09108359133127,11.387321981424149,0.415061919504644,49.52953560371517,3.4280959752321984,-7.92640866873065,285.2423374613002,58.22501547987617,98375.00972136224,210000,
10_2,17.325263157894735,30.173808049535598,8.119195046439627,17.318839009287927,0.5623839009287926,45.424055727554176,2.718421052631579,-0.2519969040247679,287.21267801857584,51.88986068111455,99034.596749226,210000,
10_3,24.97955108359133,41.43168730650155,9.423854489164087,20.398235294117647,0.6539009287925697,53.94404024767801,1.3543653250773995,1.1330340557275542,289.358653250774,58.96208978328173,99450.00611455107,210000,
10_4,33.42521671826626,54.93417956656347,11.754164086687304,22.36229102167183,0.8135603715170278,63.94255417956658,0.08978328173374617,3.949628482972136,289.75113003095976,62.86103715170279,99775.00529411765,210000,
10_5,29.035294117647062,48.569597523219805,10.445650154798765,20.749040247678014,0.6871517027863776,65.79230650154798,-0.0030030959752323505,3.7838854489164095,289.1776780185758,65.73910216718266,99468.1105108359,210000,
10_6,21.481145510835916,37.20430340557276,6.56221362229102,14.378885448916408,0.4645201238390093,52.60394736842105,2.6158513931888545,-5.75032507739938,286.9062693498452,41.817012383900924,98970.33956656349,210000,
